,name,price,first_name,above_100
170,Heidi Fry,109.6264717,Fry,True
171,James Smith,163.9573856,Smith,True
172,Charles Ruiz,48.45811847,Ruiz,False
173,Stephanie Green DDS,9.144974191,Green,False
174,Stacey Garcia,106.6192039,Garcia,True
175,Glenda Burke,206.3635063,Burke,True
176,Zachary Alvarez,104.052369,Alvarez,True
177,Rachel Shaw,2.448211506,Shaw,False
178,Carmen Beard,269.623685,Beard,True
179,Tony Daniels,186.9035775,Daniels,True
180,Randy Mora,70.74105982,Mora,False
181,George Aguirre,128.9497508,Aguirre,True
182,James Miller,297.0405639,Miller,True
183,Jacqueline Williams,17.30622156,Williams,False
184,April Taylor,121.2898903,Taylor,True
185,Robert Johnson,131.6237779,Johnson,True
186,Gary White,280.9706506,White,True
187,Kim Lowe,192.7758756,Lowe,True
188,Samantha Jones,136.3415564,Jones,True
189,Randy Lozano,16.30104965,Lozano,False
190,Arthur Chavez,6.903795238,Chavez,False
191,Melissa Miller,162.6066945,Miller,True
192,Leslie Mccormick,282.5021066,Mccormick,True
193,Carlos Rubio,63.21802404,Rubio,False
194,David York,86.53219266,York,False
195,Gabriella Anthony,7.638645405,Anthony,False
196,Olivia Poole,117.854172,Poole,True
197,Wayne Wilson,74.67047228,Wilson,False
198,Elizabeth Moore,267.3988136,Moore,True
199,Janice Campbell,33.4533981,Campbell,False
200,Julie Johnson,63.64156782,Johnson,False
201,Misty Cantrell,189.0392091,Cantrell,True
202,Robert Soto,109.0138357,Soto,True
203,Brenda Cowan,60.84957659,Cowan,False
204,Kelly Guerrero,259.5112157,Guerrero,True
205,David Nichols,19.48524858,Nichols,False
206,Kayla Taylor,186.2356283,Taylor,True
207,Antonio Garcia,125.4772126,Garcia,True
208,Tyler Cisneros,186.5898295,Cisneros,True
209,Jillian Crawford,158.8172773,Crawford,True
210,Karl Pierce,132.7746811,Pierce,True
211,Joann Taylor,276.9621962,Taylor,True
212,Jennifer Jenkins,59.12858208,Jenkins,False
213,Nancy Brown,78.87073418,Brown,False
214,Emma Munoz,120.8428757,Munoz,True
215,Shawn Galloway,141.0298622,Galloway,True
216,Melissa Mcguire,213.0821204,Mcguire,True
217,Bryan Chavez,125.396156,Chavez,True
218,Fernando Salazar,256.1537305,Salazar,True
219,Megan Moore,251.3477985,Moore,True
220,Robert Williams,175.209725,Williams,True
221,Dennis Sanford,29.45043264,Sanford,False
222,Kimberly Herrera,154.8076505,Herrera,True
223,Gloria Potts,289.1049353,Potts,True
224,Suzanne Barnett,8.470995351,Barnett,False
225,Leah Myers,44.5579739,Myers,False
226,Kylie Thomas,13.45341602,Thomas,False
227,Amanda Murphy,50.55321552,Murphy,False
228,Christopher Matthews,282.3634971,Matthews,True
229,Nicole Parks,52.28399767,Parks,False
230,Bobby Martin,205.4899695,Martin,True
231,Kevin Chambers,121.1711016,Chambers,True
232,Kimberly Lawson,250.2880742,Lawson,True
233,Rachel Lopez,101.8881123,Lopez,True
234,Christopher Clay,219.3845088,Clay,True
235,Daniel Martin,0.30019336,Martin,False
236,William Taylor,66.55747014,Taylor,False
237,Steven Johnson,111.293282,Johnson,True
238,Daniel Miller,80.57756789,Miller,False
239,Taylor Bryant,187.6315408,Bryant,True
240,Lauren Jones,194.7926312,Jones,True
241,Lindsey Robertson,22.73764686,Robertson,False
242,Allison Thomas,168.3334975,Thomas,True
243,Vernon Bishop,216.1870446,Bishop,True
244,Susan Parsons,132.91852599999999,Parsons,True
245,Brady Snyder,210.3960863,Snyder,True
246,Brent Mcgrath,174.6983567,Mcgrath,True
247,Peter Smith,278.6080181,Smith,True
248,Deborah Fox,248.1228234,Fox,True
249,Heather Collins,147.4274074,Collins,True
250,Phillip Meyers,102.7977472,Meyers,True
251,Nicholas Hubbard,275.4008364,Hubbard,True
252,Misty Ramirez,62.31681444,Ramirez,False
253,Scott Johnson,85.87388958,Johnson,False
254,Jay Nixon,253.4674787,Nixon,True
255,Tony Hall,61.19716522,Hall,False
256,Taylor Smith,41.49264584,Smith,False
257,Mark Reynolds,70.49794436,Reynolds,False
258,Marilyn Christensen,155.4854533,Christensen,True
259,Denise Atkins,185.451601,Atkins,True
260,Melissa Gonzales,228.0025997,Gonzales,True
261,Henry Hoffman,229.6628876,Hoffman,True
262,Daisy Davenport,59.52753518,Davenport,False
263,Christopher Paul,122.7131699,Paul,True
264,Kevin Craig,148.2010516,Craig,True
265,Natalie Coleman,122.1440452,Coleman,True
266,Jeremy Strickland,130.8435662,Strickland,True
267,Gary Bonilla,162.6152534,Bonilla,True
268,Amanda Richards,236.5957164,Richards,True
269,Heidi Perez,245.1757228,Perez,True
270,Robert Johnson,174.6922346,Johnson,True
271,Gary Mills,183.8363212,Mills,True
272,Chelsea Caldwell,16.12083718,Caldwell,False
273,John Frye,223.2774175,Frye,True
274,Michael Strong,220.4122322,Strong,True
275,Christopher Delgado,85.78279752,Delgado,False
276,Whitney Wallace,253.4556183,Wallace,True
277,Rebecca Martinez,59.68320226,Martinez,False
278,Marissa Mccoy,116.9634653,Mccoy,True
279,Ricky Kerr,38.99584409,Kerr,False
280,Anna Campbell,249.9213404,Campbell,True
281,Marie Walters,73.38808729,Walters,False
282,Robert Martin,38.22288302,Martin,False
283,Marc Davis,162.2802619,Davis,True
284,James Dixon,159.3794328,Dixon,True
285,Vicki Ramirez,186.1602427,Ramirez,True
286,Krista Campbell,161.2338436,Campbell,True
287,Lauren Patterson,170.2123273,Patterson,True
288,Megan Clark,290.2581556,Clark,True
289,Judy Zimmerman,219.5888255,Zimmerman,True
290,Joseph Williams MD,210.7841859,Williams,True
291,Lori Acevedo,210.6602899,Acevedo,True
292,William Taylor,275.6331763,Taylor,True
293,Dawn Snyder,248.9840417,Snyder,True
294,Jennifer Simmons,80.68353707,Simmons,False
295,Alyssa Nunez,163.8009002,Nunez,True
296,Robert Black,63.92800482,Black,False
297,Julia Young,239.2396683,Young,True
298,Melinda Barnes,227.2506352,Barnes,True
299,Mr. Brett Armstrong,154.1341836,Brett,True
300,Erik Stevenson,246.0040722,Stevenson,True
301,Daniel George,34.80089308,George,False
302,Lindsey Jones,197.7020395,Jones,True
303,Virginia Lopez,227.4255915,Lopez,True
304,Andrew Brown,92.88318049,Brown,False
305,Donna Lowery,264.8326094,Lowery,True
306,Alexis Andrade,6.313985183,Andrade,False
307,Alyssa Pierce,47.74032516,Pierce,False
308,Tara Johnson,38.26768696,Johnson,False
309,Michael Brady,162.0594322,Brady,True
310,James Rhodes,51.92414009,Rhodes,False
311,Pamela Scott,42.43333392,Scott,False
312,Martin Ward,170.9498248,Ward,True
313,Kristina Hernandez,107.6915718,Hernandez,True
314,Robert Bush,87.18004191,Bush,False
315,Rebecca Larson,214.3895725,Larson,True
316,Brittany Watson,190.520018,Watson,True
317,Ryan Ramirez,249.7287913,Ramirez,True
318,Edward Burns,87.64996993,Burns,False
319,John Prince,31.73842034,Prince,False
320,Ashley Boyer,107.6625992,Boyer,True
321,James Dean,61.6954542,Dean,False
322,Natalie Gordon,268.2800094,Gordon,True
323,Ryan Smith,136.207813,Smith,True
324,Stephen Thompson,54.29639714,Thompson,False
325,William Delgado,96.25442517,Delgado,False
326,Brian Johnson,124.929208,Johnson,True
327,James Patel,216.6056429,Patel,True
328,Allen Rogers,145.4342467,Rogers,True
329,Aimee Reyes,277.6656815,Reyes,True
330,Susan Williams,255.2153532,Williams,True
331,Edward Griffin,108.6205222,Griffin,True
332,Debra Baker,296.5003089,Baker,True
333,Yvette Kramer,279.9371174,Kramer,True
334,Alyssa Williams DVM,270.8972241,Williams,True
335,John Cunningham,173.0242833,Cunningham,True
336,Dana Gilbert,86.51917139,Gilbert,False
337,Stephen Henry,146.1515578,Henry,True
338,Bradley James,137.9824935,James,True
339,Melinda Peters,16.83003044,Peters,False
340,Robert Goodman,213.5423984,Goodman,True
341,Leslie Moore,195.9630799,Moore,True
342,Sarah Gray,270.7947288,Gray,True
343,Amy Haynes,258.5062773,Haynes,True
344,Gary Dean,184.425152,Dean,True
345,Jonathan Duran,224.5361417,Duran,True
346,Elizabeth Ruiz,124.6694495,Ruiz,True
347,Caitlin Lewis,196.3598959,Lewis,True
348,Micheal Blackburn,10.44317525,Blackburn,False
349,Sheryl Mccarthy,159.9519731,Mccarthy,True
350,Lisa Smith,150.9122679,Smith,True
351,Jared Juarez,247.5606457,Juarez,True
352,Brett Castro,217.3328585,Castro,True
353,Jessica Murray,175.3022184,Murray,True
354,Austin Coffey,16.25913962,Coffey,False
355,Shelly Jacobs,3.856762052,Jacobs,False
356,Elizabeth Logan,298.7423281,Logan,True
357,Cody Anderson,128.0814967,Anderson,True
358,Kayla Wood,256.052876,Wood,True
359,Paul Singh DDS,157.9636169,Singh,True
360,James Mays,245.2433072,Mays,True
361,Thomas Moore,244.5914982,Moore,True
362,Linda Pacheco,299.604007,Pacheco,True
363,Jenny Clark,66.32311808,Clark,False
364,Patrick Guzman,223.4965981,Guzman,True
365,Mr. Scott Peters,229.487331,Scott,True
366,John Stevenson,23.09927229,Stevenson,False
367,Kristina Brooks,154.6805826,Brooks,True
368,Nancy Aguilar,63.38787527,Aguilar,False
369,Robert Brown,132.7329536,Brown,True
370,Jessica Williams,255.9581577,Williams,True
371,David Brown,290.5944806,Brown,True
372,Dorothy Munoz,242.56454,Munoz,True
373,Jason Lawson,76.09246622,Lawson,False
374,James Hall,167.9698314,Hall,True
375,Patricia Carpenter,46.08147123,Carpenter,False
376,Jeff Cardenas,64.36052627,Cardenas,False
377,Michelle Johnson,19.18945036,Johnson,False
378,Frank Madden,17.34021424,Madden,False
379,George Tanner,291.4292653,Tanner,True
380,Dylan Johnson,40.65328581,Johnson,False
381,Pamela King,282.4817647,King,True
382,Jesse Frazier,95.66568525,Frazier,False
383,Edward Russell,103.2235913,Russell,True
384,Diana Mcdonald,183.096436,Mcdonald,True
385,Randy Dawson,192.1441514,Dawson,True
386,Jasmine Williams,286.1692336,Williams,True
387,Robert Smith,124.219007,Smith,True
388,Sara Young,183.9944858,Young,True
389,Samantha Gonzalez,205.5899257,Gonzalez,True
390,Christina Torres,286.2681619,Torres,True
391,Maria Bailey,141.9076294,Bailey,True
392,Charles Bartlett,94.22658657,Bartlett,False
393,Natalie Parker,238.0161589,Parker,True
394,Paula Hernandez DDS,48.88381678,Hernandez,False
395,Jessica Jenkins,14.94777896,Jenkins,False
396,Drew Henson,223.0761309,Henson,True
397,Michael Davis,17.98090899,Davis,False
398,Ian Ramos,23.68465648,Ramos,False
399,Anna Wright,235.5824596,Wright,True
400,Ashley Anderson,74.40865878,Anderson,False
401,Jennifer Wright,298.1278773,Wright,True
402,Nicole Lopez,67.72888616,Lopez,False
403,Tara Ellis,21.92761435,Ellis,False
404,Hannah Elliott,42.35003061,Elliott,False
405,Gavin Rodriguez,116.3664242,Rodriguez,True
406,Johnny Jackson,291.5968901,Jackson,True
407,Martin Garrett,147.0670556,Garrett,True
408,Terri Hayes,167.3609673,Hayes,True
409,Adam Huang,260.8409357,Huang,True
410,Carolyn Garner,104.4106535,Garner,True
411,Lisa Lee,130.2202511,Lee,True
412,Rodney Escobar,8.711600244,Escobar,False
413,Michael Johnson,144.5450063,Johnson,True
414,Michelle Carter DVM,55.94822858,Carter,False
415,John Dunn,81.5436983,Dunn,False
416,Terry Pierce,297.8661824,Pierce,True
417,David Buck,258.7910904,Buck,True
418,Jennifer Newman,149.3096363,Newman,True
419,Cynthia Lee,246.5934196,Lee,True
420,Sylvia Clark,299.5252351,Clark,True
421,Joseph Taylor,86.08285036,Taylor,False
422,Kathleen Barton,37.4218087,Barton,False
423,Michael Harris Jr.,52.86340979,Harris,False
424,Eric Benson,172.1967218,Benson,True
425,Curtis Butler,44.51322087,Butler,False
426,Brittany Le,51.04878875,Le,False
427,Jeremiah Sims,101.161794,Sims,True
428,David Davis,290.4227547,Davis,True
429,Tiffany Bond,181.4895479,Bond,True
430,Patricia Chen,61.60059465,Chen,False
431,William Crawford,181.7603749,Crawford,True
432,Christina Roberts,29.28680092,Roberts,False
433,Jerome Scott,232.1441336,Scott,True
434,Jeffery Walker,272.0840276,Walker,True
435,Todd Alvarez,212.1733632,Alvarez,True
436,John Henry,223.9911858,Henry,True
437,James Miles,156.3675778,Miles,True
438,Michael Downs,31.19720611,Downs,False
439,Kayla Wheeler,6.095911005,Wheeler,False
440,Charles Martin,161.2752287,Martin,True
441,Harold Bennett,135.042355,Bennett,True
442,Michael Swanson,200.3923528,Swanson,True
443,Janet Mcdonald,79.80353707,Mcdonald,False
444,Brett Willis,244.4064115,Willis,True
445,Jacob Smith,27.92322882,Smith,False
446,Alexa Webb,167.5688585,Webb,True
447,Louis Klein,40.12200004,Klein,False
448,Tony Yu,15.74238645,Yu,False
449,Lisa Goodman,121.0784096,Goodman,True
450,Kimberly Hernandez,36.97352302,Hernandez,False
451,Phillip Friedman,145.8418308,Friedman,True
452,Brian Lam,2.900394487,Lam,False
453,Kristin Wilkins,251.8510287,Wilkins,True
454,Joshua Lynch,188.878111,Lynch,True
455,Blake Mclaughlin,276.6512157,Mclaughlin,True
456,Billy Olsen,10.00480704,Olsen,False
457,Shawn Brock,179.6158086,Brock,True
458,Danielle Jones,222.6952076,Jones,True
459,Jim Gomez,60.12919733,Gomez,False
460,Sabrina Henderson,178.7453853,Henderson,True
461,David Pennington,245.3184012,Pennington,True
462,Deborah Williams,137.015971,Williams,True
463,Stephanie Bowman,227.0047204,Bowman,True
464,Joseph Frazier,176.4533023,Frazier,True
465,Ryan Mclaughlin,249.864376,Mclaughlin,True
466,Tony Hall,135.8550959,Hall,True
467,Timothy Martin,289.2653637,Martin,True
468,John Obrien,261.8481216,Obrien,True
469,Barbara Johnson,53.80589508,Johnson,False
470,Brandon Marshall,139.8477827,Marshall,True
471,Carrie Miller,11.55550873,Miller,False
472,Samantha Dean,261.6193407,Dean,True
473,Jamie Wilson,87.74932378,Wilson,False
474,Carlos Acosta,236.6035296,Acosta,True
475,Amy Bennett,228.7494578,Bennett,True
476,Dominique Wells,116.6435954,Wells,True
477,Sarah Bright,237.5160783,Bright,True
478,Michael Barton,111.5883392,Barton,True
479,Rebecca Anderson,172.3062642,Anderson,True
480,Megan Riggs,31.41542458,Riggs,False
481,Whitney Andrews,44.1176993,Andrews,False
482,Catherine Jones,127.0135122,Jones,True
483,William Andrews,236.2180763,Andrews,True
484,Kathleen Edwards,158.3239538,Edwards,True
485,Roger Frost,220.4688874,Frost,True
486,Justin Johnson,255.8491608,Johnson,True
487,Valerie Young,265.1702577,Young,True
488,Samantha Perez,239.94697969999999,Perez,True
489,Devin Allen,72.15833791,Allen,False
490,Stephanie Little,238.9238728,Little,True
491,Melanie Miller,27.5070475,Miller,False
492,Erica Beck,2.408526397,Beck,False
493,Toni Dunn,168.373362,Dunn,True
494,Eric Dunn,211.8975891,Dunn,True
495,David Jackson,169.3550529,Jackson,True
496,Melanie Gates,94.66629008,Gates,False
497,Heather Pierce,17.41061969,Pierce,False
498,Jordan Lewis,153.0146174,Lewis,True
499,Michele Johnson,255.7149801,Johnson,True
500,Samantha Ryan,249.4925261,Ryan,True
501,Christopher Hudson,201.9997518,Hudson,True
502,Zachary Williams,106.5992164,Williams,True
503,Donna Davis,66.72879991,Davis,False
504,Jordan Erickson,237.7720748,Erickson,True
505,Christopher Nolan,88.7427826,Nolan,False
506,Evelyn Hanna,11.36458787,Hanna,False
507,Jason Johnson,250.2314702,Johnson,True
508,Barbara Caldwell,224.7115849,Caldwell,True
509,Ronald Huff,7.220543464,Huff,False
510,Holly Norris,216.2305109,Norris,True
511,Derrick Carter,11.83791299,Carter,False
512,Kenneth Golden,285.8508169,Golden,True
513,Grace Edwards,70.08655795,Edwards,False
514,Jonathan Rios,57.71259736,Rios,False
515,Mackenzie Miller,265.5941732,Miller,True
516,Tammy Taylor,138.8559857,Taylor,True
517,Reginald King,207.3305606,King,True
518,Matthew Fletcher,130.5591612,Fletcher,True
519,Elizabeth Jordan,177.7124355,Jordan,True
520,Sally Santiago,45.11902986,Santiago,False
521,James Johnson,12.89573538,Johnson,False
522,Jason Saunders,242.8437386,Saunders,True
523,Carol Hernandez,4.6243706410000005,Hernandez,False
524,Kendra Dawson,291.5212704,Dawson,True
525,James Hess DDS,58.42698092,Hess,False
526,Michael Stokes,25.51886602,Stokes,False
527,Jeffrey Martinez,147.6903791,Martinez,True
528,Joseph Bell,102.9874282,Bell,True
529,Pamela Black,140.719389,Black,True
530,Robert Jordan,100.4711011,Jordan,True
531,Kathy Baker,263.5511899,Baker,True
532,Brian Bailey,115.3628316,Bailey,True
533,Mitchell Clark,190.2857937,Clark,True
534,Kelly Mcintyre,168.7344269,Mcintyre,True
535,Susan Ali,260.5821259,Ali,True
536,Latoya Gonzales,205.0424222,Gonzales,True
537,Olivia Mayo,251.5393163,Mayo,True
538,Thomas Anderson,221.0320214,Anderson,True
539,Todd Jennings,182.3938507,Jennings,True
540,Paul Dixon,22.25760841,Dixon,False
541,Julie Torres,130.6787559,Torres,True
542,James Miller,202.2296492,Miller,True
543,John Howard,80.73869922,Howard,False
544,Anne Savage,134.0405497,Savage,True
545,Richard Wilson,226.8917134,Wilson,True
546,Mrs. Amber Esparza,187.5777824,Amber,True
547,Todd Armstrong,99.18946135,Armstrong,False
548,Aaron Richardson,118.4556824,Richardson,True
549,Gregory Pollard,234.1382368,Pollard,True
550,Jon Butler,225.7678307,Butler,True
551,Chelsea Madden,116.6229213,Madden,True
552,Misty Ramos,234.0837103,Ramos,True
553,Ryan Murphy,233.787281,Murphy,True
554,Brittany Sandoval,259.1615163,Sandoval,True
555,Rose Stanton,132.5843724,Stanton,True
556,Kristen Banks,287.0092393,Banks,True
557,Julia Stokes,140.3125662,Stokes,True
558,Paul Phillips,186.004365,Phillips,True
559,Amber Thompson,128.4038652,Thompson,True
560,Mrs. Valerie Norton,278.473292,Valerie,True
561,Adam Parker,228.1780449,Parker,True
562,Jennifer Gonzales,201.9577223,Gonzales,True
563,Jacqueline Hernandez,260.086074,Hernandez,True
564,Cory Walker,276.8951661,Walker,True
565,Jennifer Miller,220.5202145,Miller,True
566,Dawn Bond,270.3604905,Bond,True
567,Tara Daniel,247.6926552,Daniel,True
568,Rebecca Thompson DDS,136.4907152,Thompson,True
569,Victor Serrano,260.1217048,Serrano,True
570,Elizabeth Bell,55.220858,Bell,False
571,Julie Coleman,122.6292673,Coleman,True
572,Jennifer Brown,8.634621797,Brown,False
573,Jessica Moore,266.6472363,Moore,True
574,John Ramirez,160.9401531,Ramirez,True
575,Becky Hall,271.1221772,Hall,True
576,Christine Smith,295.80399,Smith,True
577,Christopher Osborne,146.2329234,Osborne,True
578,Jacob Hernandez,7.999586638,Hernandez,False
579,Jennifer Rogers,128.5133967,Rogers,True
580,Tammy Young,19.64948762,Young,False
581,James Lewis,56.04829693,Lewis,False
582,Charles Stanley,74.1148732,Stanley,False
583,Christina Garcia,85.95341522,Garcia,False
584,Heather Davis,74.29698857,Davis,False
585,Ashley Fuentes,228.8808044,Fuentes,True
586,Jorge Brown,2.668016258,Brown,False
587,Sierra Park MD,205.5258599,Park,True
588,Todd Miller,272.9947016,Miller,True
589,Jeffrey Sanchez,71.25953585,Sanchez,False
590,Crystal Luna,99.9830512,Luna,False
591,Devin Flores,60.75152093,Flores,False
592,Bianca Martin,123.5356854,Martin,True
593,Danielle Snyder,26.67738087,Snyder,False
594,Edward Carney,265.0690245,Carney,True
595,Joseph Grimes,268.7529259,Grimes,True
596,April Fowler,164.807737,Fowler,True
597,Michelle Mccoy,145.0996084,Mccoy,True
598,Alicia Stone MD,21.30617961,Stone,False
599,Micheal Lloyd,215.1732624,Lloyd,True
600,Richard Ortiz,148.9167449,Ortiz,True
601,Jasmine Reyes,44.61653265,Reyes,False
602,Tony Smith,114.4025946,Smith,True
603,Mary Melton,198.305836,Melton,True
604,William Griffin,146.0813867,Griffin,True
605,Scott Vargas,58.25361228,Vargas,False
606,Adam Guerra,13.06034675,Guerra,False
607,Christina Vang,215.2971497,Vang,True
